text,label
catalent strategy certainly remain focused liter less make reasonable capex investments get significant growth weve seen madison facility,0
worked pretty hard getting leverage much manageable level,0
performance production mmboe representing woodside’s highestever annual production exceeding mmboe internal target,0
forests witness increase biodiversity ac energy wind farms north luzon renewables northwind help locals create ecologically diverse landscape,1
given current trajectory global emissions successfully achieving target requires interim goals plans meaningful action range stakeholders,0
part coup de pouce chauffage scheme edf launched january mon chauffage durable offer finance replacing ageing heating systems efficient ones,1
us date stopstart engine technology saved gm customers million gallons fuel million metric tons co emissions lifetime operation vehicles,1
like keep married extent,0
latest set shell scenarios one many variables used guiding updated strategy announced february,0
chinese group world’s largest electric energy company majority shareholder driver behind integration advanced technologies electric sector boosts operational efficiency businesses,0
enables airbus measure environmental impact follow performance communicate information environmental matters internal external stakeholders,0
program notably aims assessing opportunities integrate low carbon footprint components group’s formulations improving recyclability used products,1
controllers capable supporting volt volt topology design wins flavors,0
tried take impact related margin give normalized rate would,0
group ran green light card campaign distrib uted reflective cards kids’ backpacks reduce risk car accidents,0
 diversification resource suppliers currently tokyo gas longterm procurement agreements import lng projects five countries,0
quite remarkable “smart phones” use much sophisticated energy efficiency algorithms homes buildings using small fraction electricity real estate infrastructure consumes,0
think view china good,0
selected upstream emissions measured directly hence included corporate target,0
fourth quarter could fourth quarter weather pattern exactly way last year,0
operating oil sands assets two natural gas processing facilities subject ccir therefore exempt alberta carbon levy,0
interesting heard basically revenue measure extensive sources co,0
emphasis remains philosophy ‘zero harm zero waste zero discharge’,1
commented prepared remarks think youll see think comment characterization would largely gone point,0
quite frankly stronger market size sales quality new products et cetera,0
type diabetes program cofunding large portion cost incurred year,0
coal plant one weve working number years proud weve come regard coal plant try point,0
turnarounds nrc gwa offshore platforms completed ahead schedule enabled additional production due alignment planned kgp train turnaround,0
going ahead barrel day crude light crude unit corpus barrel day crude unit houston,0
also increased amount coal hedged saw little bit fuel surcharge frankly three things would gone mix,0
mean us probably stepping modestly part thats taken corrective action pricing extent thats behind us least certain number account base,0
ubleam specializes internet things air liquide codeveloping particular tagging technology transforms gas cylinders connected objects,0
still work get inventory full line comp expectations,0
groupwide structural reform significantly improved profit margins information communication material solutions,0
subsequently new npdes permit received new wtp design recommence,0
systems business posted impressive figures terms sales growth profitability,0
length kilometres bridge second longest railway bridge germany part largest railway project “german unification transportation projects” programme,0
sure see aim operating business x debt leverage,0
working plans plant saplings across hectares land course years,0
remember northeast wattenberg position plus minus oil cut hereford plus minus oil cut,0
latin america okay going stronger second half first half,0
think weve got last couple years weve got really good game plan place charcoal,0
meeting expectations year – even reaching cash cost reduction target year early,0
mean weve moved easter period generally tends softness relation overall market,0
repeatedly carrying process resulted satisfaction di improv ing year ended march year ended march,0
yes still believe yearoveryear growth land spend,0
far inflation passive inflation able mostly regular retails,0
believe acting responsibly sustainably areas business work make difference areas diverse environmental impact diversity affordability mental health wellbeing,1
designed specifically initiate onground action towards conservation environment line green good deeds campaign spearheaded ministry environment forests climate change government india,1
baseline estimate client asset level emissions data currently available cases appropriate used internal external data proxies fill data gaps,0
gmt world business unit invests biomethane production units develops stations distributing natural biogas vehicles hydrogen support clean mobility particular deployment hydrogen energy,1
addition also import ant measure global warming emit co generating,1
tax rate third quarter little catching right,0
energy gdma constantly seeking increase en ergy efficiency production processes business expand use renew able resources energy mix,1
uob appointed colead arranger sinar kamiri’s green sustainable responsible investment sri sukuk wakalah fundraising exercise rm million,0
us biggest impact brass products curved stop number smaller products,0
quantitative strategies iqs team collaboration global esg team designed lowcarbon portfolio incorporated desired carbon reduction targets keeping minimal distance uk capitalisationweighted market benchmark,1
market marketing trading strategy build diverse customer portfolio pursue additional sales agreements underpinned reliable domestic gas lng production supplemented globally sourced volumes,0
one area julie could dry could see drop,0
building operating new hydrogen refueling stations also promote diffusion fuel cell vehicles aim realizing hydrogen society,1
usd billion investment raise pulp production capacity significantly contribute future earnings,0
addition main island okinawa established independent internal combustion powergenerating facilities remote islands including ishigaki miyako islands,0
finally grid us august ceilings effective august,0
planning works includes ensuring cooling infrastructure meets potential future needs climate change impacted future,0
think everybodys pretty clear trying coal us without co solution,0
years rio tinto pioneering production materials essential human progress,0
scope category scope carbon emissions account twice scope,0
mix moderately positive million price million quarter course fuel million quarteroverquarter,0
yes dont know quite strong second quarter laurence think see shifting,0
mean think one obviously performance last couple quarters particular quarter across pretty much vectors right,0
thats something going continue optimize course year cost reductions well obviously optimizing general tend,0
honda previous company allowed made production vehicles consuming natural gas think big step forward,0
forward foreign exchange contracts used purely hedging tool active market relevant currency exists minimise group’s exposure movements exchange rates firm commitments specific transactions,0
anyone owns home necessarily feed solar electricity generated roof grid today,0
knowing allow us effectively mitigate risks associated changing climate potentially take advantage opportunities pricing business planning capital management perspective,0
would say primary focus year delevering really looking actively put new cash work hard acquire additional assets debt,0
look towards synergies coming continuing drive business expect accretive future years,0
natural gas burned emits carbon dioxide considered greenhouse gas,0
expect sales volume reach recordhigh levels due growing sales encompliant batteries new vehicles well new replacement leadacid batteries start stop vehicles highly profitable products,0
remember way back energy law went increased capacity coming state think megawatts recall,0
december signed agreement divest lng business expect transaction close summer,0
iag’s input sustainability policies continued including iag chief executive officer’s engagement european commissioners ae british airways’ member uk’s jet zero council,1
manufacturing facilities spread across two continents maintain highest ecological standards meeting business objectives helping create sustainable tomorrow,1
regard closely involved national renovation platform nrp new sustainability programme sst specifically presents carbon emissions reduction important aspect addressing climate change,1
en group member climate partnership russia created eve st united nations climate change conference cop consolidate russian businesses’ efforts reduce environmental impacts,1
generate busi ness throughout building’s life cycle upgrading make buildings energy efficient,1
important aspect achieving involves taking integrated esg approach addressing climate change,1
created environmental panels summarize aspirations action plan order raise employees’ awareness concerning environment communicate approach outside parties,1
also bringing important production center online thats major focus management team next months,0
big hydrocrackers get finished year well distillate,0
continue adjust shape portfolio match energy commodity demand meet society’s expectations maximising shareholder returns,0
executive board approves carbonrelated goals part sustainability strategy health safety security environment hsse strategy reflects climate change targets zero routine flaring,1
decorative paints performance coatings businesses contributing continued reduction voc content,1
• increased opportunities low emissions firming capacity including gw utilityscale battery capacity,1
theres one margin thats really much different others,0
resolved saying end market softer anticipated set range upfront thats pulled overall size market,0
schedule continue actually run little bit ahead schedule certain areas production build,0
overall water usage processing cooling consumption thermal power stations megalitres,0
“contribute development communities help ensure vibrant future creation innovation energy natural resources materials”,0
think basic commitment finfet conversion first wave pilot investments nanometer,0
remaining sensitive social needs company makes constant efforts en hance efficiency premises products order protect environment,1
hydro continuously working increase sustainability reducing material loss increasing internal reuse recycling,1
repsol customers offset co emissions fuel consumption supporting forestry projects,1
environmentally conscious distribution policies toray’s basic distribution policies emphasize environmental preservation together fair equitable transactions,1
department also engaged consultants undertake desktop analysis based publicly available information examining preparedness local governments adapt climate change impact governance operational business areas,0
thing kind environment instances clients able win deals advising based climate,0
ioof group focuses environmental effects premises investment manager policies business processes order implement ways minimise effects,1
expectation going primarily bpa end,0
soliciting bids construction thermal power supply projects strengthen power supply competitiveness,0
little river experienced problems water quality resulting high concentrations total dissolved solids intake water requiring plant curtail load use water backup water supply ponds,0
session zero waste living aimed spreading awareness minimising food waste ditching plastic packaging eliminating disposable paper products avoiding plastic bags compostable items separating waste recycling everything,1
fulfil part local content obligations investing harbour infrastructure thereby also securing critical harbour capacity staging load wind turbines,0
oven almost deliver good pizza coming white wood fire open beech,0
mean look selling ive always said selling lower quality assets adventure,0
look full year full allin share count result convert going reduce million shares,0
furthermore paris agreement reached december twentyfirst session conference parties united nations framework convention climate change cop,0
mean last year started high cash position allowed us buy back little,0
first question wondering many megawatts citc would id say roughly megawatts solar point,0
plant shrunk quite bit last several years consolidated lets say hybrid automotiveindustrial plant obviously reduction overhead thats associated,0
handle two types brass handle one thats pulled type foundry,0
want reference development new enhanced business operational solutions digital able increase sustainability productivity projects,1
another example couple assignments last months helping climates think owns consumer organization manage,0
mr talwar instrumental shifting commercial vehicles delhi cng associated unprecedented increase port capacities india mainly private sector investment ploughing back pro ts,0
downward revisions reflect expectation aftermath covid pandemic accelerate pace transition lower carbon economy energy system,0
new zealand’s waiuku wastewater treatment plant uses melter drainage aggregate demonstrated remove per cent total phosphorous wastewater,1
divest ment considerably reduces co emissions well emissions nox,1
objective make sure employees associates end really good compensation package end cost structure makes us competitive,0
various measures reduce raw material energy requirements emission greenhouse gases asso ciated producing raw materials decreased total around metric tons,1
delta longterm commitment environmental protection corporate mission “to provide innovative clean energyefficient solutions better tomorrow”,1
vinyl went february vinyl siding metal march,0
started thinking would organic inorganic growth tio segment pretty much exclusive focus,0
implement strategic plan company still maintains investment power plants high efficiency low emissions hele well investment renewable energy,1
started operation second factory india located southern city sri plan build third factory west country,0
experience quite extensive think provides us opportunities perhaps talk days today terms diversification,0
cost leadership continue deliver results driving value cost reductions program,0
enable eon acquire leverage comprehensive understanding transfor mation energy system interplay individual submarkets regional local energy supply sys tems,0
energy efficiency rider renewable rider dont mechanisms new mexico,0
president several years renewable energy task force sustainability energy efficiency carbon market ariae latin american energy regulators association,0
klas named us population health sort think klas said customers said would come back premier additional services,0
• save toe energy public lighting measures including replacing luminaires led lamps,1
january edf group ranked first list credible companies terms communication utilitiesenergy category,0
every vehicle manufactured environmentally friendly way,1
esun also strengthens skills combat money laundering enhances system surveillance,0
predict large players become larger fintech developments rising costs compliance increasingly difficult turnoverdependent smaller brokerages survive,0
could tell us framework actions contribute future success schneider electric,0
efforts consistent frankly believe making significant progress toward achieving end,0
studys gone mind plus patients,0
assets heading includes assets certified development related solarthermal power plant uses tower technology concentrated solar power south africa totaling € thousand applying shareholding company holds,0
however since financing good shape project well become cash flow positive soon dont quite drive go path,0
many respects maybe even isnt clean speak,0
preferred metric assessing carbon footprint investment portfolio currently recommended tcfd weighted average carbon intensity waci,0
wanted diversify business risk second supplier,0
committed reach netzero greenhouse gas emissions proprietary investment portfolio,1
china sole financier refinancing wasteto energy project tonnes per day processing capacity mw power generation capacity wuhu anhui province,1
relationship owners climate opportunity,0
six major climaterelated impacts modelled water stress sea level rise floods wildfires hurricanes heat waves pilot study conducted using three climate change scenarios extreme moderate low modelled,0
upm energy upm energy creates value costcompetitive zerocarbon electricity generation physical financial electricity trading well energy optimisation services industrial electricity consumers,1
member green purchasing network tokio marine carbon operations business activities,0
lot environmental benefit time save per well trucking cost,0
well high level opportunity remains components business get abovemarket growth areas emissions requirements increasing,0
already know give us return cover cost back half year,0
february company contract build three solar power plants united kingdom expanding existing fleet six similar plants increasing total installed generating capacity mw,0
may bring future thats another thing thats going help us mitigate problems regarding labor years come,0
subsidise device prices migrate customers g g network provided networklocked devices,0
we’re playing meaningful role bringing major regeneration helping bridge northsouth divide,0
sort headed towards saying end year anticipate production rate fpso capacity,0
efforts continue promote “recycle reuse reduce” concept minimize environmental impact,1
hypothetical change interest rates outstanding variable rate debt would increase annual interest expense approximately million,0
remainder capex put really around digital initiatives include numi investments making ecommerce platform direct business,0
terms fnal energy consumption electricity expand total worldwide demand twh twh,0
either way think long theres movement improve efficiency california water use benefit,0
budgets reviewed month updated three times per year,0
enhance management infrastructure supports global business expansion fiscal year ended march operating environ ment ebara group uncertain,0
green revenue” defined revenues products services contribute positive environmental outcomes example,0
theres lot herbalife controversy around inventory loading representatives buying inventory,0
corbion’s biobased products based renewable resources therefore contribute development circular economy,1
point yes labor costs come,0
finland became first european bilateral partner ifc establish returnablecapital blended finance program climate,1
lets say stage weve got strong least last report got got strong pipeline candidates,0
cerrejón – marketable coal reserves decreased due reduction nominated production rate mtpa mtpa mining duration constrained lease expiry,0
measure theyve actually added billion general sales tax portion future motor vehicle sales tax highway fund,0
course production schedule know essentially consumed us customer us air force top priority get planes delivered accordance contract,0
thermoelectric natural gas plants termoandes subject cammesa fuel purchases able purchase gas directly producers,0
downstream gas operates across gas value chain wellhead burner tip fully integrated gas business includes group’s power business activities one gas fired power plant romania,0
talked different calls potential people converting dont see people converting wet mill ethanol capacity corn sweeteners side,0
kinds highquality secondary raw materials used manufacture certain grades engineering thermoplastics flameretardant plastic compound television set hous ings produced using recyclate old pet water bottles,1
part program expecting increase seat density airbus fleet,0
us federal consolidated net operating loss tax credit carryforwards approximately billion including million foreign tax credit carryforward originated tax years,0
weve made substantial efforts operating efficiency product margin expansion using lean manufacturing,0
reducing amount energy use first priority undertaken range energy efficiency measures across operations plan implement additional improvements coming years,1
response embracing new initiatives technologies directly contribute toward establishment efficient reliable environmentally friendly energy sources reducing emissions waste created properties business activities,1
contract finalized progress try possibly presell us coal tight ph reputation relationship market,0
i’d also like compliment company’s green trip program running since,0
philanthropic giving increase scana’s community giving million per year next five years expect focus education environmental stewardship community needs,1
group also active kt capacity polystyrene plant foshan guangzhou region,0
takes account capex spend recurring projects releasing space existing buildings maintenance capex sort thing,0
lot flavors products weve done barrow hanley terms us domestic side large cap value products,0
diversifying funding sources continued use public resources combining efsi structural funds,0
sense youre trading around instance coastal united states us gulf europe areas scrubbers allowed youll able burn instead,0
petition approval electric vehicle market development programme ev programme tariff recover ev programme’s costs performance incentive ev programme provision,0
ecofys brought strong capabilities sustainability climate change couple areas werent strong,0
significant changes assets february agl created powering australian renewables fund parf agl would equity develop approximately mw largescale renewable energy generation assets,1
beckjord facility — february dpl transferred interest beckjord coalfired generation facility retired including obligations remediate facility site,0
pulp group advance development fleet widebeam shallowdraft “corona series” vessels established highquality brand response thermal coal shipping demand anticipated expand future,0
focus improving water efficiency reducing waste generation increasing use recycled materials products,1
called magnolia blossom chicken spicy orange dipping sauce,0
every year galp entitled free licences eua – emission unit allowances portuguese environment agency cover part greenhouse gas emissions,0
lot generated europe economy strengthened little bit stabilized maybe better word,0
gpt energy master plan designed manage energy costs electricity contracting process demand management programs,0
shipped engines shipped engines schedule calls engines,0
daya bay yangjiang nuclear plants provided stable earnings renewable energy assets contributed higher earnings diversified portfolio hydro wind solar facilities,0
instead using excuses coming back saying well fuel went decided make fleet order whatever going meet numbers,0
consumer change going continue towards lowercalorie options investments rd think advantaged capture consumers move healthier options,0
look future still going major ethanol producer united states although going major highprotein producer world,0
furthermore excellence initiatives great expected lead savings primarily procurement programme bpo,0
think following trend targets getting x nearer term objective accelerating asset sales get closer longterm target x,0
another outcome climate change high confidence increased temperature extremes brought longer andor frequent heat waves droughts periods water scarcity,0
financial affairs toyota tsusho group managed eye maintaining sound financial position achieving stable growth,0
weve also upgraded galvanizing facility spartan joint venture able process higherstrength steel,0
said competitive standpoint well cost reduction standpoint huge game changer us,0
overall sales perspective think flat kind range going long continue spend amount energy efficiency,0
furthermore collecting water manufacturing processes reusing tractor washing plant also reduced groundwater withdrawal cubic meters,1
weve got best information insight international demand,0
reduced footprint quite dramatically walked away almost million members extremely successful good,0
well clearly setting able take advantage completion cost reductions,0
environmental sustainability institution cib excelled area environ mental sustainability years,0
ireland edf renewables positioned ireland acquiring codling offshore wind project partnership fred olsen renewables ltd order develop build future offshore wind project,0
jbic supports projects loans equity participation guarantees mobilizing private �nancing global action reconci l ing economic growth environmental preservation green operations,1
among different csp technologies available solar towers dominate market solar thermal power plant projects thanks lower energy cost generated higher efficiency direct thermal energy storage capacity parabolic trough plants,0
identified either executed execution close million cost reductions feel feel comfortable achievable making significant progress,0
working together samsung sdi volvo group aims acceler ate speed development strengthen longterm capabili ties assets within electromo bility benefit customers different truck segments mar kets,0
got better netbacks ngl gas price think thats going support projects looking bring gas oklahoma area,0
private sector cannot look forward policy innovations forums help us identify opportunities assist australian government honouring commitment united nations,0
certainly think opportunity sales pipeline strong,0
p deliver renewable energy services help ui meet ambitious sustainability goals support university builds leading edge academic programmes energy transition,1
commitment operational excellence resulted productivity savings increase per cent yearoveryear offsetting higher utility labor cost inflation rates,0
startup five polyolefin plants compounding unit nearly completed borouge complex bring nameplate capacity million tonnes per year ty ruwais,0
encouraged achievement adopted co reduction indicator one environ mental management indicators subsequently working increase group’s contribution,1
bank also developing network contacts consultants photovol taic manufacturers promote cap energie product energy efficient projects,1
responsible finance responsible finance set strengthened ambitions replacing sustainable transitions financed stf portfolio ambition,0
new year percentage reported carbon emissions increased relation estimated emissions,0
us coal gained market share pacific years ended places came third believe increased coking coal deliveries asia year period,0
environmental social governance esg considerations committee focused prudential’s commitment responsible business,0
right focus intensity fixing us well address goforward capex plan get closer,0
contacts integrityrelated questions issues “infopoint integrity” central contact advice center employees managers need advice integrity related questions issues,0
europe basically take somewhere around half diesel exports rest diesel exports going caribbean places,0
stated clearly state,0
ykk ap part help create ecofriendly comfortable living spaces focused efforts develop products home office block heat insulate promote ventilation help users cut energy usage,1
operation maintenance sohar desalination plant five years possible year extension,0
think reinvesting project k savings reinvesting savings number areas business moneys going getting food thats even trend changing consumer needs,0
pre production wide ze first second generation renault trucks electric trucks made manufacturer’s blainvillesurorne plant normandy,0
virginia — january virginia department environmental quality issued proposed rule adopt carbon capand trade program fossilfueled electricity generation units including hopewell facility beginning,0
year gas transportation agreement year electricity supply agreement entered gruyere gold project joint venture asx listed gold road resources ltd global miner gold fields limited,0
key pillar strategy continue adapt business mix position us longerterm low interest rates whilst continuing serve customers’ needs provision attractive unitlinked capitallight products •,0
doug said early capital improvements certainly big part improvements weve seen year date look forward success throughout year,0
well im going say right rob would like think benefit seeing zero would grow,0
im definitely thinking increasing little sustain million barrels every week,0
renewable component customer base expanding quite rapidly solar installations expect distributed generation opportunities come years ahead,0
said hold caveat people come back able close environmental issues tax issues go due diligence,0
million liters water supplied population artesian wells drilled new water pipeline built serve municipality pará de minas,0
primarily lowincome housing tax credit investments weve made years,0
opex front general going adjusted modest sga savings,0
accordingly group made committed efforts become corporation whose actions rated highly initiatives toward solving social challenges,0
particular global companies intensifying efforts become environmentfriendly reduce food wastage meaning signifi cant potential demand barrier fi lms,0
furthermore products make buildings energy efficient thus protecting environment,1
think well towards highest end marker towards high end production increase midpoint current guidance,0
frankly build relationship hospital want feel like partner take everyone need take given high quality youre creating,0
dont havent looked rate outcomes going mean growth going continue rate base,0
result sales gr businesses expanded average annual rate largely business areas focused energy conservation new energy including carbon fiber composite materials battery separator films,0
going fiscally responsible consider options,0
company addressing management waste circular economy extending electric shared mobility revitalising urban spaces efficently increasing green areas,1
electric isr plan encompasses million spending programme capital investment million operating maintenance expenses vegetation management inspection maintenance,0
colombia received icontec forest compensation certificate achievement linked carvida duratex program – carbon bonus life,1
well year period think theres going benefit,0
catherine let start first growth circle back paydowns,0
continuing drive pretty strong synergies think commented weve achieved nearly million date,0
also increasing use alternative fuels countries newly added acquisition italcementi,0
falling nonopec production recovered mmbd led us,0
example would newer producers joined team new profit center leaders new roles senior leaders inside organization,0
integrated report strategies creating value sustainability climate change closely tied various economic social issues recognize addressing climate change important issue medium long term,0
comp contract obviously addresses situation,0
greener sourcing greener production reduce carbon footprint products deliver customers,1
continued buildout green power generation capacity onshore offshore,1
emissions direct energy consumption fossil fuels calculated based emission factors ipcc guidelines national greenhouse gas inventories,0
build includes millions homes country’s toughesttoreach areas everything connect rural communities,0
aggressive complying law knew well,0
going stay committed everything ensure drivers drug free hire throughout career werner,0
cpv mean like said product portfolio ranges startstop way full ev capability connectivity continuing grow within smart modules within vehicle,0
announced million partnership smithfield foods capture methane hog farming operations convert natural gas use utilities manufacturers,1
government fukushima prefecture advanced vision renewable energy goal meet prefecture’s energy needs renewable energy,1
threeyear project aims improve sustainability mint supply chain help farmers optimize farm management sustainable way,1
thats order barrels per day coming permian run refineries majority coming heps systems well,0
long road ahead terms discussions we’ve limited prior products,0
group secured agreements provide total mw capacity two existing coal units worth total £ million period october september,0
dont forget weve got predominant expenditure macon biomass project next year comes due,0
therefore focusing present energy conservation efficiency enhancements use renewable energy data centers,1
goal remains reduce leverage ratio currently expect achieve reduction ebitda growth rather debt reductions,0
think past said publicly targeting efficiency ratio long term,0
fy targeted first production midcy progress towards ramp phase production kt fy •,0
year we’ll tie together forbes best banks we’re number,0
developing leaders priority us keep constant evolution financial market challenges,0
levers rely achieve ambition becoming responsible energy major”,0
although weve reduced capital year done nothing impact critical path k,0
scotland honour september together first minister nicola sturgeon inaugurate vattenfall’s european offshore wind development centre mw testing development centre aberdeen bay,0
tco eq€ million invested almost exclusively attributable electricity sector,0
centrica lng company limited company executed agreement transfer lng sale purchase agreement sabine pass liquefaction company centrica lng company limited,0
risk set longterm energy reduction targets footprint reduce climate impacts,1
catena investing major sums save energy may involve exam ple choosing right source heating enabling energy recycling installing photovoltaic cells installing efficient ventilation switching lighting modern led technology,1
borrower takes mortgage helper puts purchase price helpful start account – earning attractive rate interest,0
majority assets either unaffected loosely correlated inflation meaning increase inflation also increase deficit,0
coal moving bowie going able broker move coal china,0
year buildings branches received energy star certification united states us environmental protection agency program created promote efficient electricity use thereby reducing greenhouse gas emissions,1
celebrated subsidiary scantogo june part treeplanting campaign representatives local communities authorities,0
directive came effect initial threeyear period followed second period progressive reduction emission rights allocated,0
separate legislation “complementary measures” mandated including requirements related fuel economy indicators gear shift indicators tire pressure monitoring systems low rolling resistance tires efficient lowco mobile air conditioning systems,0
basically gives us stacked play within eagle ford program really push lot efficiency,0
variety illustrates heterogenous dynamic character us electricity generation market,0
dose reduction accomplished got little bit phe phe levels start come back,0
well think weve done lot cost reductions date activities launched throughout year reflect muted demand environment,0
april metrelong tonne tunnelboring machine started excavate mile kilometre tunnel river humber house feeder replacement pipeline,0
currently issues related environmental licenses assets including environmental remediation negotiated responsible environmental agency,0
following mass balance mercury alunorte brazil concluded hydro decided install four mercury condensers digestor lines,0
solar power projects connect power grid immediately generate cash flow selling electricity power grid based desulfurized coal benchmark electricity price,0
however performance expected affected substantial increase fuel costs due replacement nuclear power thermal power,0
project combines supplies electric power heat steam hot water multiple factories different industries first business japan integrate power saving factories,1
feel really good fund fairly expense neutral kind way,0
also implemented number cost discipline measures year help maintain profitability,0
incorporating advanced bioclimatic design building uses geothermal energy heat cool surfaces functions account nearly average energy requirements,1
iron ore company canada ioc leading producer premium iron ore pellets highgrade concentrate low levels impurities,0
think new jersey may well already know theres looksee thats going energy master plan,0
aisin ecospot tours aisin ecospot tours held august fi scal,0
responsible sourcing company’s part also creates major gains communities creates employment business opportunities contributes locally,0
we’ll continue optimize expand core franchises focus energyexport infrastructure integrated liquids gas pipeline platforms investment gas distribution franchise grow customer base,0
calculated operations caused emissions tonnes co equivalents scope compared tonnes year,1
optimise buildings provide detailed energy reports customers largest energy consumption help reduce energy use,1
several metrics applied climate related issues evaluate progress measures taken see “metrics targets”,0
actually power outages result we’re seeing really help retail channel partners particular kind clean inventory levels south,0
locationbased emissions reported using uk government greenhouse gas reporting – conversion factors,0
also acquired million tonne cement plant florida expand cement operations us,0
december federal network agency confirmed framework scenario network development plan gas ndp gas glossary p,0
produce million kwh electricity per year area equivalent around football pitches,0
cost position well work cost chain able get efficient bring capacity online weve already got fixed cost,0
always thank interest granite construction,0
itic addon feature g bump average selling price per unit slightly,0
september results second round cfd allocation published total gw capacity attributed eleven projects including three offshore wind projects,0
roadmap policies achieve carbon neutrality eu includes policies develop markets lowcarbon circular products combination stricter targets emission reduction,1
encouraged strength company profitability billion proposals awaiting awarded new business,0
opg continues pursue innovation technologybased improvements asset management equipment maintenance strategies order increase reliability reduce costs hydroelectric fleet,0
environmental perspective lockdown measures brought curb pandemic led reductions carbon emissions,1
assuming going pdi full quarter levels business saw january,0
place greatest importance environmental conservation regarding csr management continue following efforts,1
good job considering environment,0
taken liberal actions stores making late last year weve reduced significantly helped margin,0
addition goal net zero emissions climate statement commits agl following five actions,1
well first part answer katherine comment kind topics,0
pleased weve seen next program believe going get stronger going forward,0
think chris stated thats believe grow slightly okay,0
use tapioca grown columbia glutenfree nongmo used cheese bread would example,0
continuing work wins opportunities move penn coal offshore,0
science climate “this great example product innovation model” says strommen,0
inhouse goals established based fund’s environmental policy,1
axa believes responsibility inform public policy importance tackling adapting climate change,1
portfolio companies’ scope emissions equaled tonnes reduction percent compared,1
focused waste combustion technologies study included multiple visits cement plants us mexico well thorough analysis operating data,0
example ghg emissions reduction see zwijndrecht site spotlight,0
september havas launched “solidarité climat” innovative unique initiative run agencies havas paris havas events betc offset carbon footprint audiovisual print digital events production,1
guess right momentum moving lte advanced today allows us really unlock benefit network g kicking h,0
expand contributions society products services promote sustainability activities including payment taxes employment creation,0
aim take percentage zero children inherent healthier planet,1
provide service thats essential municipalities commercial customers way thats environmentally superior landfill alternatives thats still predominantly used country,1
efforts strive improve reliability environmental performance data see “external voice”,0
stampede look costs already committed taken advantage lower price service environment actually got savings stampede,0
theyre building sixth facility theyll finish construction q year,0
end attributable capacity mw upon completion synchronization gnpower dinginin’s unit,0
rosneft refinery throughput reached record level mmbd versus mmbd,0
companies derive per cent profits ebit production coalgener ated electricity,0
addition precautionary principle means increasingly stringent requirements must taken account regarding downstream users chemicals,0
six offshore projects combined capacity mw secured cfd deals,0
although last couple years hasnt great volatility,0
addition financial support members leadership team us employees different regions serve local united way boards working committees,0
things continue pattern thats place years mix customers continually changing,0
exact science certainly lags energy market stabilization,0
things caused rather large drop fourth quarter,0
would actually say q results us seasonality driven,0
going closure relatively large number coalfired power plants replaced natural gas,1
moreover solid job creation continued rate unemployment decreased end year public deficit gdp line target set european commission,0
prudent frugal things making sure efficient looking opportunities streamline cost base,0
real pleased fact ran plus take cigarettes close ran positive gallon traffic first time many quarters,0
energy investments apa interests number complementary energy investments across australia including sea gas pipeline energy infrastructure investments “eii” ethane pipeline income fund eii gdi diamantina leichhardt power stations collectively “dps”,0
renewable energies business model onsiteoffsite types august executed basic selfconsigned energy service agreement sony leverages japan’s first megawatt class solar power plant,0
order achieve objective sustainable development company set clean production zero incident promotion direction environmental protection safety health,1
bring us saying buying equipment megawatts megawatts beyond megawatts least repowering,0
said theyd low medium underlying growth rates year could surprise businesses coming back,0
mack lr electric model suitable refuse customers whether commercial municipal seeking zeroemissions truck aligns environmental goals local emissions regulations,1
collaborate various corporations view realizing lowcarbon society working develop popularize domestic renewable energy power sources participating investment funds related activities,1
weve expensed starting new rules many many years ago expensing stock option rso grants forth charge pl blackscholes amount,0
approach investing public investments include fixed income public equities focus highquality investments generate sustainable income growth believe results consistent returns lower volatility,0
view right invest keep minimal investment going business maintain flexibility generate positive ebitdas cash flow business,0
obviously big portfolio brands,0
company continues invest stateoftheart technology drive innovation performance including asphalt plants use recycled products substantially less energy,1
general sense always strive reduce cost really pretty close pretty close edge right,0
similarly field renewable energies group’s experience outsized structures stand good stead effort capture energy air seafloor,1
environmental performance – environment agency’s latest assessment draft report covers broad range operational metrics uu upper quartile company,0
regard co pipelines understood question correctly like said clearly looking new opportunities,0
dont predict beyond first quarter exact guidance,0
details efforts promoting sustainability marketplace workplace community environment set csr report available hkex group website together annual report,0
however also see need translate busi ness concrete numbers present clear busi ness model,0
